Strategy name,Filters result,Symbol,Gross profit (IS),Gross loss (IS),Avg. Profit Per Year (IS),numberof profits (IS),numberof trades (IS),% Profitable Months (IS),# of profits (IS),# of trades (IS),# of losses (IS),Worst Year Profit (IS),Annual % Return (IS),CAGR (IS),CalmarRatio (IS),Avg. % Profit Per Year (IS),AvgProfit Per Year (IS),Standard Deviation of Profit Per Year (IS),Varianceof Profit Per Year (IS),Net profit (IS),Net profit in pips (IS),Avg. Yearly Profit In Pips (IS),Standard Deviation of Yearly Profit In Pips (IS),Variance of Yearly Profit In Pips (IS),Variance of Profit Per Year (IS),Count Of Losing Years (IS),Coefficient of Variation,Net profit (OOS)
Strategy 0.4354,FAILED,NZDJPY_M1_UTC2,4623.3,2075.4,318.38,24,35,63.64,24,35,11,-110.7,3.18,2.88,0.77,3.18,318.38,242.04,58583.15,2547.9,283.1,35.39,26.89,723.25,58583.15,1,0.759819158,-2330.1
Strategy 0.4683,FAILED,NZDJPY_M1_UTC2,4788.0,1652.4,391.88,23,34,63.64,23,34,11,-331.2,3.92,3.47,0.73,3.92,391.88,473.99,224670.31,3135.6,348.4,43.55,52.67,2773.71,224670.31,1,1.209414466,-2536.2
Strategy 0.58,FAILED,NZDJPY_M1_UTC2,3927.6,1630.8,287.0,21,34,63.64,21,34,13,-36.0,2.87,2.62,0.73,2.87,287.0,232.41,54014.86,2296.8,255.2,31.9,25.82,666.85,54014.86,1,0.809404389,-288.0
Strategy 0.741,FAILED,NZDJPY_M1_UTC2,4016.7,1721.7,286.88,21,34,54.55,21,34,13,-175.5,2.87,2.62,0.74,2.87,286.88,302.72,91637.47,2295.0,255.0,31.88,33.64,1131.33,91637.47,2,1.055207026,-2909.7
Strategy 0.848,FAILED,NZDJPY_M1_UTC2,4339.8,2015.1,290.5,20,34,63.64,20,34,14,-108.0,2.91,2.65,0.74,2.91,290.5,342.11,117038.62,2324.7,258.3,32.29,38.01,1444.92,117038.62,1,1.177144627,-644.4
template,FAILED,NZDJPY_M1_UTC2,8529.3,10420.2,-236.25,19,34,33.33,19,34,15,-1982.7,-2.36,-2.59,-0.08,-2.36,-236.25,964.18,929647.14,-1890.9,-210.1,-26.26,107.13,11477.12,929647.14,5,-4.079588728,-6565.5
Strategy 0.1378,PASSED,NZDUSD_M1_UTC2,5607.0,2575.0,379.0,22,35,63.64,22,35,13,-97.0,3.79,3.37,0.71,3.79,379.0,300.03,90015.75,3032.0,303.2,37.9,30.0,900.16,90015.75,1,0.791556728,467.0
Strategy 0.1525,PASSED,NZDUSD_M1_UTC2,5587.0,2575.0,376.5,21,34,63.64,21,34,13,-97.0,3.76,3.35,0.71,3.77,376.5,296.98,88199.5,3012.0,301.2,37.65,29.7,882.0,88199.5,1,0.788844622,467.0
template,FAILED,NZDUSD_M1_UTC2,14040.0,7830.0,776.25,21,34,66.67,21,34,13,-667.0,7.76,6.22,0.32,7.76,776.25,937.6,879091.94,6210.0,621.0,77.63,93.76,8790.92,879091.94,1,1.207780497,-38.0
Strategy 0.0,PASSED,USDCAD_M1_UTC2,7427.25,3217.5,526.13,25,40,72.73,25,40,15,120.0,5.26,4.49,0.99,5.26,526.13,332.03,110241.98,4209.75,561.3,70.16,44.27,1959.86,110241.98,0,0.630986317,76.5
Strategy 0.1212,PASSED,USDCAD_M1_UTC2,6852.0,2876.25,496.88,20,36,72.73,20,36,16,21.75,4.97,4.27,0.83,4.97,496.88,380.08,144463.36,3975.75,530.1,66.26,50.68,2568.24,144463.36,0,0.764865681,77.25
Strategy 0.1245,PASSED,USDCAD_M1_UTC2,6849.75,2866.5,497.88,19,34,63.64,19,34,15,-102.75,4.98,4.28,0.72,4.98,497.88,429.41,184390.94,3983.25,531.1,66.39,57.25,3278.06,184390.94,1,0.862328664,174.0
Strategy 0.1350,PASSED,USDCAD_M1_UTC2,7818.0,3348.75,558.63,20,35,63.64,20,35,15,-163.5,5.59,4.73,0.92,5.59,558.63,476.38,226942.66,4469.25,595.9,74.49,63.52,4034.54,226942.66,1,0.85273191,148.5
Strategy 0.1387,PASSED,USDCAD_M1_UTC2,8844.75,4012.5,604.0,27,46,63.64,27,46,19,-9.0,6.04,5.05,0.82,6.04,604.0,422.55,178546.63,4832.25,644.3,80.54,56.34,3174.16,178546.63,1,0.699528185,179.25
Strategy 0.1417,PASSED,USDCAD_M1_UTC2,8112.0,3684.0,553.5,26,44,72.73,26,44,18,144.0,5.54,4.69,1.03,5.53,553.5,358.73,128684.81,4428.0,590.4,73.8,47.83,2287.73,128684.81,0,0.648102981,76.5
Strategy 0.1555,PASSED,USDCAD_M1_UTC2,7890.0,3608.25,535.13,20,37,63.64,20,37,17,-82.5,5.35,4.56,0.8,5.35,535.13,455.67,207637.73,4281.75,570.9,71.36,60.76,3691.34,207637.73,1,0.851457399,134.25
Strategy 0.1606,PASSED,USDCAD_M1_UTC2,9250.5,3868.5,672.75,28,44,72.73,28,44,16,102.75,6.73,5.53,0.85,6.73,672.75,438.89,192626.3,5382.0,717.6,89.7,58.52,3424.47,192626.3,0,0.652396878,63.0
Strategy 0.1662,FAILED,USDCAD_M1_UTC2,8277.0,3828.0,556.13,28,44,72.73,28,44,16,305.25,5.56,4.71,0.8,5.56,556.13,370.61,137353.5,4449.0,593.2,74.15,49.41,2441.84,137353.5,0,0.666351989,-10.5
Strategy 0.1668,PASSED,USDCAD_M1_UTC2,8130.0,4092.75,504.63,27,46,63.64,27,46,19,-41.25,5.05,4.33,0.81,5.05,504.63,445.14,198150.67,4037.25,538.3,67.29,59.35,3522.68,198150.67,1,0.882003269,147.75
Strategy 0.1905,FAILED,USDCAD_M1_UTC2,7290.75,3264.0,503.25,19,35,72.73,19,35,16,117.0,5.03,4.32,0.72,5.03,503.25,322.88,104250.59,4026.75,536.9,67.11,43.05,1853.34,104250.59,0,0.641484131,-55.5
Strategy 0.2433,PASSED,USDCAD_M1_UTC2,8441.25,3705.75,591.88,25,41,63.64,25,41,16,-9.0,5.92,4.97,0.86,5.92,591.88,458.41,210139.7,4735.5,631.4,78.93,61.12,3735.82,210139.7,1,0.774357025,179.25
Strategy 0.2449,PASSED,USDCAD_M1_UTC2,7330.5,3357.0,496.63,19,35,63.64,19,35,16,-102.75,4.97,4.27,0.72,4.97,496.63,430.2,185075.69,3973.5,529.8,66.22,57.36,3290.23,185075.69,1,0.866203564,174.0
Strategy 0.246,PASSED,USDCAD_M1_UTC2,6723.75,2785.5,492.25,20,34,72.73,20,34,14,101.25,4.92,4.24,0.94,4.92,492.25,355.02,126042.18,3938.25,525.1,65.64,47.34,2240.75,126042.18,0,0.721206581,76.5
Strategy 0.260,PASSED,USDCAD_M1_UTC2,7062.0,3147.75,489.25,20,37,63.64,20,37,17,-102.75,4.89,4.22,0.72,4.89,489.25,438.47,192256.59,3914.25,521.9,65.24,58.46,3417.89,192256.59,1,0.896076027,174.0
Strategy 0.2620,PASSED,USDCAD_M1_UTC2,7705.5,3452.25,531.63,20,35,63.64,20,35,15,-41.25,5.32,4.53,0.87,5.32,531.63,425.21,180804.44,4253.25,567.1,70.89,56.69,3214.3,180804.44,1,0.79968966,147.75
Strategy 0.2795,FAILED,USDCAD_M1_UTC2,6485.25,3106.5,422.25,23,36,63.64,23,36,13,-33.75,4.22,3.71,0.75,4.22,422.25,297.67,88607.04,3378.75,450.5,56.31,39.69,1575.24,88607.04,1,0.704848162,-42.0
Strategy 0.2798,PASSED,USDCAD_M1_UTC2,7902.75,3465.75,554.63,19,35,63.64,19,35,16,-9.0,5.55,4.7,0.82,5.55,554.63,453.6,205748.44,4437.0,591.6,73.95,60.48,3657.75,205748.44,1,0.817849899,179.25
Strategy 0.2858,FAILED,USDCAD_M1_UTC2,6577.5,3086.25,436.38,22,35,63.64,22,35,13,-155.25,4.36,3.81,0.73,4.36,436.38,290.81,84571.94,3491.25,465.5,58.19,38.78,1503.5,84571.94,1,0.666437532,-151.5
Strategy 0.2899,FAILED,USDCAD_M1_UTC2,7254.75,3162.0,511.5,20,34,72.73,20,34,14,183.75,5.12,4.38,0.73,5.12,511.5,332.5,110555.23,4092.75,545.7,68.21,44.33,1965.43,110555.23,0,0.649904706,-10.5
Strategy 0.3046,FAILED,USDCAD_M1_UTC2,7868.25,3729.75,517.25,22,39,72.73,22,39,17,183.75,5.17,4.42,0.73,5.17,517.25,362.98,131752.52,4138.5,551.8,68.97,48.4,2342.27,131752.52,0,0.701754386,-10.5
Strategy 0.3198,PASSED,USDCAD_M1_UTC2,6771.0,2684.25,510.75,19,34,72.73,19,34,15,21.75,5.11,4.38,0.85,5.11,510.75,375.2,140774.84,4086.75,544.9,68.11,50.03,2502.66,140774.84,0,0.734547056,77.25
Strategy 0.3242,PASSED,USDCAD_M1_UTC2,7812.0,3541.5,533.75,21,38,63.64,21,38,17,-9.0,5.34,4.55,0.8,5.34,533.75,499.45,249454.8,4270.5,569.4,71.18,66.59,4434.75,249454.8,1,0.935515594,179.25
Strategy 0.3252,FAILED,USDCAD_M1_UTC2,7935.0,3504.0,553.88,19,35,72.73,19,35,16,117.0,5.54,4.69,0.78,5.54,553.88,416.95,173846.81,4431.0,590.8,73.85,55.59,3090.61,173846.81,0,0.752742045,-55.5
Strategy 0.3266,PASSED,USDCAD_M1_UTC2,8544.75,3705.75,604.88,19,35,63.64,19,35,16,-9.0,6.05,5.06,0.88,6.05,604.88,458.05,209813.06,4839.0,645.2,80.65,61.07,3730.01,209813.06,1,0.757222567,179.25
Strategy 0.3398,PASSED,USDCAD_M1_UTC2,7485.75,3217.5,533.5,20,35,72.73,20,35,15,120.0,5.34,4.54,1.0,5.34,533.5,325.1,105693.04,4268.25,569.1,71.14,43.35,1878.99,105693.04,0,0.609361822,76.5
Strategy 0.3402,PASSED,USDCAD_M1_UTC2,8796.0,4329.0,558.38,28,47,63.64,28,47,19,-61.5,5.58,4.72,0.77,5.58,558.38,412.93,170509.36,4467.0,595.6,74.45,55.06,3031.28,170509.36,1,0.739556749,174.75
Strategy 0.3502,PASSED,USDCAD_M1_UTC2,6927.0,2876.25,506.25,20,36,72.73,20,36,16,21.75,5.06,4.34,0.84,5.06,506.25,375.9,141301.05,4050.75,540.1,67.51,50.12,2512.02,141301.05,0,0.742408532,77.25
Strategy 0.3569,PASSED,USDCAD_M1_UTC2,7075.5,3161.25,489.25,19,35,72.73,19,35,16,21.75,4.89,4.22,0.82,4.89,489.25,382.28,146135.8,3914.25,521.9,65.24,50.97,2597.97,146135.8,0,0.78126916,77.25
Strategy 0.3621,PASSED,USDCAD_M1_UTC2,8155.5,3817.5,542.25,19,35,63.64,19,35,16,-82.5,5.42,4.61,0.8,5.42,542.25,449.35,201914.86,4338.0,578.4,72.3,59.91,3589.6,201914.86,1,0.828630705,134.25
Strategy 0.3624,PASSED,USDCAD_M1_UTC2,7402.5,3498.0,488.0,20,35,54.55,20,35,15,-25.5,4.88,4.21,0.74,4.88,488.0,450.69,203121.39,3904.5,520.6,65.07,60.09,3611.05,203121.39,2,0.923467036,38.25
Strategy 0.3640,FAILED,USDCAD_M1_UTC2,7260.0,3183.0,509.63,20,35,72.73,20,35,15,183.75,5.1,4.37,0.73,5.1,509.63,330.37,109147.5,4077.0,543.6,67.95,44.05,1940.4,109147.5,0,0.648270787,-10.5
Strategy 0.365,PASSED,USDCAD_M1_UTC2,7515.0,3116.25,549.75,21,37,72.73,21,37,16,21.75,5.5,4.66,0.9,5.5,549.75,380.06,144442.9,4398.75,586.5,73.31,50.67,2567.87,144442.9,0,0.691174465,77.25
Strategy 0.3682,PASSED,USDCAD_M1_UTC2,7600.5,3116.25,560.5,19,35,72.73,19,35,16,21.75,5.61,4.74,0.92,5.61,560.5,391.41,153202.91,4484.25,597.9,74.74,52.19,2723.61,153202.91,0,0.698287396,77.25
Strategy 0.3694,PASSED,USDCAD_M1_UTC2,7717.5,3260.25,557.13,19,34,63.64,19,34,15,-9.0,5.57,4.72,0.82,5.57,557.13,450.11,202597.09,4457.25,594.3,74.29,60.01,3601.73,202597.09,1,0.80778032,179.25
Strategy 0.3718,PASSED,USDCAD_M1_UTC2,7330.5,3393.75,492.0,20,35,63.64,20,35,15,-163.5,4.92,4.24,0.82,4.92,492.0,493.73,243766.34,3936.75,524.9,65.61,65.83,4333.62,243766.34,1,1.003353147,148.5
Strategy 0.3728,PASSED,USDCAD_M1_UTC2,7182.0,3108.75,509.13,21,36,63.64,21,36,15,-163.5,5.09,4.36,0.85,5.09,509.13,484.49,234726.25,4073.25,543.1,67.89,64.6,4172.91,234726.25,1,0.951539255,148.5
Strategy 0.3760,PASSED,USDCAD_M1_UTC2,7480.5,3348.75,516.38,20,35,63.64,20,35,15,-163.5,5.16,4.42,0.86,5.16,516.38,480.01,230407.31,4131.75,550.9,68.86,64.0,4096.13,230407.31,1,0.929422016,148.5
Strategy 0.3785,FAILED,USDCAD_M1_UTC2,7773.75,3750.0,502.88,21,39,72.73,21,39,18,117.0,5.03,4.32,0.71,5.03,502.88,342.89,117576.0,4023.75,536.5,67.06,45.72,2090.24,117576.0,0,0.681777513,-55.5
Strategy 0.3810,FAILED,USDCAD_M1_UTC2,6708.75,2941.5,470.88,22,35,72.73,22,35,13,123.0,4.71,4.08,0.71,4.71,470.88,330.19,109023.53,3767.25,502.3,62.79,44.02,1938.2,109023.53,0,0.701067049,-41.25
Strategy 0.3883,PASSED,USDCAD_M1_UTC2,7814.25,3532.5,535.13,20,36,63.64,20,36,16,-82.5,5.35,4.56,0.79,5.35,535.13,454.18,206280.7,4281.75,570.9,71.36,60.56,3667.21,206280.7,1,0.848654709,134.25
Strategy 0.3904,PASSED,USDCAD_M1_UTC2,8605.5,3772.5,604.13,19,35,63.64,19,35,16,-82.5,6.04,5.05,0.88,6.04,604.13,467.94,218969.16,4833.0,644.4,80.55,62.39,3892.79,218969.16,1,0.774549969,134.25
Strategy 0.3910,FAILED,USDCAD_M1_UTC2,6321.75,2800.5,440.13,22,34,63.64,22,34,12,-33.75,4.4,3.84,0.77,4.4,440.13,282.17,79618.0,3521.25,469.5,58.69,37.62,1415.43,79618.0,1,0.640995059,-42.0
Strategy 0.393,PASSED,USDCAD_M1_UTC2,7518.0,3348.75,521.13,20,35,63.64,20,35,15,-163.5,5.21,4.45,0.87,5.21,521.13,478.32,228791.87,4169.25,555.9,69.49,63.78,4067.41,228791.87,1,0.917829904,148.5
Strategy 0.3994,PASSED,USDCAD_M1_UTC2,8566.5,3868.5,587.25,19,35,72.73,19,35,16,102.75,5.87,4.93,0.74,5.87,587.25,381.57,145596.52,4698.0,626.4,78.3,50.88,2588.38,145596.52,0,0.649808429,63.0
Strategy 0.403,PASSED,USDCAD_M1_UTC2,7743.0,3452.25,536.25,20,35,63.64,20,35,15,-41.25,5.36,4.56,0.88,5.36,536.25,422.13,178195.85,4290.75,572.1,71.51,56.28,3167.93,178195.85,1,0.787022794,147.75
Strategy 0.4147,FAILED,USDCAD_M1_UTC2,7841.25,3437.25,550.5,25,41,72.73,25,41,16,183.75,5.51,4.67,0.78,5.51,550.5,340.73,116098.31,4404.0,587.2,73.4,45.43,2063.97,116098.31,0,0.61893733,-10.5
Strategy 0.4210,PASSED,USDCAD_M1_UTC2,8497.5,3756.0,592.63,19,35,72.73,19,35,16,176.25,5.93,4.97,0.75,5.93,592.63,368.1,135498.77,4741.5,632.2,79.02,49.08,2408.87,135498.77,0,0.62110858,108.0
Strategy 0.427,FAILED,USDCAD_M1_UTC2,6316.5,2799.75,439.5,20,34,54.55,20,34,14,-173.25,4.4,3.84,0.83,4.4,439.5,399.84,159869.74,3516.75,468.9,58.61,53.31,2842.13,159869.74,2,0.909571745,-33.0
Strategy 0.4291,PASSED,USDCAD_M1_UTC2,7293.0,3357.0,492.0,19,35,63.64,19,35,16,-102.75,4.92,4.24,0.72,4.92,492.0,433.48,187903.13,3936.0,524.8,65.6,57.8,3340.5,187903.13,1,0.881097561,174.0
Strategy 0.4384,FAILED,USDCAD_M1_UTC2,8033.25,3976.5,507.0,27,44,72.73,27,44,17,124.5,5.07,4.35,0.71,5.07,507.0,363.85,132386.55,4056.75,540.9,67.61,48.51,2353.54,132386.55,0,0.717497412,-15.0
Strategy 0.4462,PASSED,USDCAD_M1_UTC2,8181.0,3770.25,551.25,21,35,72.73,21,35,14,123.75,5.51,4.67,0.71,5.51,551.25,370.86,137536.95,4410.75,588.1,73.51,49.45,2445.1,137536.95,0,0.672697592,103.5
Strategy 0.4472,PASSED,USDCAD_M1_UTC2,7833.75,3324.0,563.63,19,34,72.73,19,34,15,176.25,5.64,4.76,0.72,5.64,563.63,349.1,121873.5,4509.75,601.3,75.16,46.55,2166.64,121873.5,0,0.619345396,108.0
Strategy 0.4557,PASSED,USDCAD_M1_UTC2,8230.5,3817.5,551.63,19,35,63.64,19,35,16,-82.5,5.52,4.68,0.81,5.52,551.63,448.39,201053.53,4413.0,588.4,73.55,59.79,3574.29,201053.53,1,0.812916383,134.25
Strategy 0.4621,PASSED,USDCAD_M1_UTC2,7256.25,3498.0,469.75,21,36,45.45,21,36,15,-152.25,4.7,4.07,0.71,4.7,469.75,478.68,229132.4,3758.25,501.1,62.64,63.82,4073.47,229132.4,3,1.018837803,38.25
Strategy 0.4652,PASSED,USDCAD_M1_UTC2,7572.0,3537.0,504.38,20,35,63.64,20,35,15,-61.5,5.04,4.33,0.76,5.04,504.38,398.73,158987.95,4035.0,538.0,67.25,53.16,2826.45,158987.95,1,0.790483271,174.75
Strategy 0.475,FAILED,USDCAD_M1_UTC2,5505.75,2573.25,366.5,19,34,72.73,19,34,15,73.5,3.67,3.27,0.71,3.67,366.5,283.97,80641.23,2932.5,391.0,48.88,37.86,1433.62,80641.23,0,0.774549918,-234.75
Strategy 0.4800,PASSED,USDCAD_M1_UTC2,8432.25,3705.75,590.75,19,35,63.64,19,35,16,-9.0,5.91,4.96,0.86,5.91,590.75,452.08,204373.52,4726.5,630.2,78.78,60.28,3633.31,204373.52,1,0.765168825,179.25
Strategy 0.4822,PASSED,USDCAD_M1_UTC2,8262.0,3759.0,562.88,22,39,63.64,22,39,17,-9.0,5.63,4.76,0.82,5.63,562.88,457.96,209725.59,4503.0,600.4,75.05,61.06,3728.45,209725.59,1,0.813590939,179.25
Strategy 0.4847,FAILED,USDCAD_M1_UTC2,7151.25,3231.75,489.88,20,35,63.64,20,35,15,-1.5,4.9,4.22,0.91,4.9,489.88,340.45,115905.48,3919.5,522.6,65.33,45.39,2060.54,115905.48,1,0.694780346,-33.0
Strategy 0.4891,PASSED,USDCAD_M1_UTC2,7548.0,3452.25,511.88,20,35,63.64,20,35,15,-41.25,5.12,4.38,0.83,5.12,511.88,451.74,204067.69,4095.75,546.1,68.26,60.23,3627.87,204067.69,1,0.882361559,147.75
Strategy 0.5013,PASSED,USDCAD_M1_UTC2,6993.75,3267.75,465.75,23,39,63.64,23,39,16,-63.75,4.66,4.04,0.89,4.66,465.75,396.64,157326.89,3726.0,496.8,62.1,52.89,2796.92,157326.89,1,0.851690821,76.5
Strategy 0.5067,FAILED,USDCAD_M1_UTC2,7335.0,3258.75,509.5,20,35,72.73,20,35,15,183.75,5.1,4.37,0.73,5.09,509.5,330.28,109081.82,4076.25,543.5,67.94,44.04,1939.23,109081.82,0,0.648219017,-10.5
Strategy 0.5126,FAILED,USDCAD_M1_UTC2,7042.5,3231.75,476.25,21,36,63.64,21,36,15,-1.5,4.76,4.12,0.89,4.76,476.25,358.11,128239.66,3810.75,508.1,63.51,47.75,2279.82,128239.66,1,0.751850102,-33.0
Strategy 0.5165,PASSED,USDCAD_M1_UTC2,8416.5,3868.5,568.5,19,35,72.73,19,35,16,102.75,5.68,4.8,0.72,5.68,568.5,363.97,132476.2,4548.0,606.4,75.8,48.53,2355.13,132476.2,0,0.640237467,63.0
Strategy 0.5174,PASSED,USDCAD_M1_UTC2,7684.5,3746.25,492.25,20,35,63.64,20,35,15,-61.5,4.92,4.24,0.74,4.92,492.25,397.93,158351.9,3938.25,525.1,65.64,53.06,2815.14,158351.9,1,0.808348568,174.75
Strategy 0.521,PASSED,USDCAD_M1_UTC2,7797.0,3701.25,511.88,20,35,63.64,20,35,15,-61.5,5.12,4.38,0.76,5.12,511.88,400.54,160433.86,4095.75,546.1,68.26,53.41,2852.16,160433.86,1,0.782449458,174.75
Strategy 0.5323,PASSED,USDCAD_M1_UTC2,8268.0,3772.5,561.88,19,35,63.64,19,35,16,-82.5,5.62,4.75,0.82,5.62,561.88,448.92,201527.27,4495.5,599.4,74.93,59.86,3582.71,201527.27,1,0.798878954,134.25
Strategy 0.5360,PASSED,USDCAD_M1_UTC2,8549.25,4041.75,563.38,27,47,63.64,27,47,20,-163.5,5.63,4.76,0.71,5.63,563.38,512.37,262526.03,4507.5,601.0,75.12,68.32,4667.13,262526.03,1,0.909478168,148.5
Strategy 0.5367,FAILED,USDCAD_M1_UTC2,6304.5,3042.0,407.75,19,35,72.73,19,35,16,73.5,4.08,3.59,0.71,4.08,407.75,269.18,72458.27,3262.5,435.0,54.38,35.89,1288.15,72458.27,0,0.659985289,-234.75
Strategy 0.5376,PASSED,USDCAD_M1_UTC2,8385.0,3756.0,578.63,19,35,72.73,19,35,16,176.25,5.79,4.87,0.74,5.79,578.63,356.96,127417.22,4629.0,617.2,77.15,47.59,2265.19,127417.22,0,0.616850292,108.0
Strategy 0.5422,FAILED,USDCAD_M1_UTC2,6987.75,3061.5,490.75,22,35,63.64,22,35,13,-33.75,4.91,4.23,0.85,4.91,490.75,285.16,81317.1,3926.25,523.5,65.44,38.02,1445.64,81317.1,1,0.58099022,-42.0
Strategy 0.5448,FAILED,USDCAD_M1_UTC2,6502.5,3086.25,427.0,22,35,63.64,22,35,13,-155.25,4.27,3.74,0.71,4.27,427.0,292.89,85783.07,3416.25,455.5,56.94,39.05,1525.03,85783.07,1,0.685809624,-151.5
Strategy 0.55,PASSED,USDCAD_M1_UTC2,6892.5,3006.75,485.63,20,34,54.55,20,34,14,-130.5,4.86,4.19,0.96,4.86,485.63,471.86,222647.76,3885.75,518.1,64.76,62.91,3958.18,222647.76,2,0.971432983,147.75
Strategy 0.5543,FAILED,USDCAD_M1_UTC2,7785.0,3504.0,535.13,19,35,72.73,19,35,16,117.0,5.35,4.56,0.76,5.35,535.13,383.61,147156.19,4281.0,570.8,71.35,51.15,2616.11,147156.19,0,0.716888577,-55.5
Strategy 0.621,FAILED,USDCAD_M1_UTC2,7299.0,3243.0,507.0,19,34,72.73,19,34,15,117.0,5.07,4.35,0.72,5.07,507.0,341.1,116348.77,4056.0,540.8,67.6,45.48,2068.42,116348.77,0,0.672781065,-55.5
Strategy 0.688,FAILED,USDCAD_M1_UTC2,6744.0,3276.75,433.38,25,40,54.55,25,40,15,-303.0,4.33,3.79,0.77,4.33,433.38,439.79,193417.52,3467.25,462.3,57.79,58.64,3438.53,193417.52,2,1.014708427,-33.0
Strategy 0.758,PASSED,USDCAD_M1_UTC2,8200.5,3847.5,544.13,27,45,63.64,27,45,18,-41.25,5.44,4.62,0.87,5.44,544.13,454.66,206718.33,4353.0,580.4,72.55,60.62,3674.99,206718.33,1,0.835561682,147.75
Strategy 0.896,PASSED,USDCAD_M1_UTC2,7891.5,3523.5,546.0,26,44,63.64,26,44,18,-102.75,5.46,4.63,0.73,5.46,546.0,455.48,207463.36,4368.0,582.4,72.8,60.73,3688.24,207463.36,1,0.834203297,174.0
template,PASSED,USDCAD_M1_UTC2,6079.5,5967.75,13.88,17,34,33.33,17,34,17,-1952.25,0.14,0.14,0.0,0.14,13.88,968.07,937152.84,111.75,14.9,1.86,129.08,16660.49,937152.84,4,69.39784946,572.25
Strategy 0.1007,PASSED,USDCAD_M1_UTC2,8221.5,3323.25,612.25,20,36,54.55,20,36,16,-583.5,6.12,5.11,0.72,6.12,612.25,653.79,427445.85,4898.25,653.1,81.64,87.17,7599.04,427445.85,2,1.067736404,396.75
Strategy 0.1017,PASSED,USDCAD_M1_UTC2,7296.75,2202.75,636.75,20,34,63.64,20,34,14,-83.25,6.37,5.28,1.35,6.37,636.75,481.13,231482.81,5094.0,679.2,84.9,64.15,4115.25,231482.81,1,0.755594817,294.0
Strategy 0.1043,PASSED,USDCAD_M1_UTC2,8718.75,3219.0,687.38,25,41,63.64,25,41,16,-499.5,6.87,5.63,0.72,6.88,687.38,603.83,364610.25,5499.75,733.3,91.66,80.51,6481.96,364610.25,1,0.878354789,363.75
Strategy 0.1091,PASSED,USDCAD_M1_UTC2,7973.25,3021.0,619.0,24,42,54.55,24,42,18,-545.25,6.19,5.16,0.74,6.19,619.0,626.09,391983.32,4952.25,660.3,82.54,83.48,6968.59,391983.32,2,1.011388418,482.25
Strategy 0.1191,PASSED,USDCAD_M1_UTC2,7158.0,1933.5,653.0,18,34,54.55,18,34,15,-183.75,6.53,5.39,1.65,6.53,653.0,590.07,348179.88,5224.5,696.6,87.08,78.68,6189.86,348179.88,2,0.903536977,461.25
Strategy 0.1263,PASSED,USDCAD_M1_UTC2,6876.0,2797.5,509.75,22,37,54.55,22,37,15,-255.75,5.1,4.37,0.74,5.1,509.75,436.84,190831.61,4078.5,543.8,67.97,58.25,3392.56,190831.61,2,0.856995733,716.25
Strategy 0.1274,PASSED,USDCAD_M1_UTC2,7265.25,2610.0,581.88,20,37,54.55,20,37,17,-244.5,5.82,4.89,1.05,5.82,581.88,620.79,385376.97,4655.25,620.7,77.59,82.77,6851.15,385376.97,2,1.066761181,313.5
Strategy 0.1283,PASSED,USDCAD_M1_UTC2,8406.0,2926.5,684.88,20,36,63.64,20,36,15,-337.5,6.85,5.61,0.78,6.85,684.88,575.32,330993.67,5479.5,730.6,91.32,76.71,5884.33,330993.67,1,0.840013141,437.25
Strategy 0.136,PASSED,USDCAD_M1_UTC2,6702.75,2220.75,560.25,19,34,54.55,19,34,15,-206.25,5.6,4.74,1.03,5.6,560.25,549.5,301954.5,4482.0,597.6,74.7,73.27,5368.08,301954.5,2,0.98085676,399.0
Strategy 0.1378,PASSED,USDCAD_M1_UTC2,8417.25,2959.5,682.13,20,34,63.64,20,34,14,-499.5,6.82,5.59,0.71,6.82,682.13,641.75,411837.75,5457.75,727.7,90.96,85.57,7321.56,411837.75,1,0.940743184,363.75
Strategy 0.1430,FAILED,USDCAD_M1_UTC2,6338.25,2310.0,503.5,23,35,63.64,23,35,12,-20.25,5.04,4.32,0.73,5.03,503.5,467.4,218461.77,4028.25,537.1,67.14,62.32,3883.76,218461.77,1,0.928209711,-79.5
Strategy 0.1492,PASSED,USDCAD_M1_UTC2,6454.5,2140.5,539.25,22,34,63.64,22,34,12,-92.25,5.39,4.59,0.89,5.39,539.25,395.87,156713.63,4314.0,575.2,71.9,52.78,2786.02,156713.63,1,0.734075104,672.0
Strategy 0.1516,PASSED,USDCAD_M1_UTC2,9135.75,2926.5,776.13,19,34,63.64,19,34,15,-204.0,7.76,6.22,1.13,7.76,776.13,599.38,359262.2,6209.25,827.9,103.49,79.92,6386.88,359262.2,1,0.772248526,373.5
Strategy 0.1541,FAILED,USDCAD_M1_UTC2,6895.5,2434.5,557.63,22,35,54.55,22,35,12,-332.25,5.58,4.72,0.84,5.58,557.63,610.1,372226.64,4461.0,594.8,74.35,81.35,6617.36,372226.64,2,1.094149294,-204.0
Strategy 0.1597,PASSED,USDCAD_M1_UTC2,6760.5,2094.75,583.13,20,37,54.55,20,37,16,-183.75,5.83,4.9,1.45,5.83,583.13,532.64,283706.44,4665.75,622.1,77.76,71.02,5043.67,283706.44,2,0.913323045,461.25
Strategy 0.1677,PASSED,USDCAD_M1_UTC2,8245.5,3325.5,615.0,19,36,54.55,19,36,17,-489.0,6.15,5.13,0.8,6.15,615.0,603.44,364136.63,4920.0,656.0,82.0,80.46,6473.54,364136.63,2,0.981219512,420.0
