Strategy name,Symbol,% Profitable Months (IS),# of profits (IS),# of trades (IS),# of losses (IS),Annual % Return (IS),CAGR (IS),CalmarRatio (IS),Avg. % Profit Per Year (IS),Net profit in pips (IS),Avg. Yearly Profit In Pips (IS),Standard Deviation of Yearly Profit In Pips (IS),Count Of Losing Years (IS),Coefficient of Variation,Net profit (OOS),Filters result
Strategy 0.5506,USDCAD_M1_UTC2,54.55,20,36,16,5.47,4.64,1.0,5.47,583.5,72.94,70.18,2,0.96216068,399.0,PASSED
Strategy 0.5564,USDCAD_M1_UTC2,54.55,19,35,16,6.14,5.12,1.11,6.14,654.7,81.84,79.36,2,0.96969697,313.5,PASSED
Strategy 0.5571,USDCAD_M1_UTC2,54.55,20,34,14,6.4,5.3,0.72,6.4,682.7,85.34,90.9,2,1.06515116,483.75,PASSED
Strategy 0.5585,USDCAD_M1_UTC2,72.73,27,45,18,7.82,6.26,1.4,7.82,834.0,104.25,44.65,0,0.428297362,247.5,PASSED
Strategy 0.5598,USDCAD_M1_UTC2,54.55,28,43,15,6.53,5.39,0.73,6.53,696.5,87.06,84.37,2,0.969101769,432.75,PASSED
Strategy 0.5620,USDCAD_M1_UTC2,63.64,22,35,13,6.03,5.05,1.06,6.03,643.4,80.42,68.64,1,0.853519025,201.75,PASSED
Strategy 0.5621,USDCAD_M1_UTC2,63.64,21,36,15,5.76,4.85,1.1,5.76,614.5,76.81,55.68,1,0.724905611,379.5,PASSED
Strategy 0.5625,USDCAD_M1_UTC2,63.64,20,34,14,7.2,5.85,0.8,7.2,767.7,95.96,82.68,1,0.861609004,371.25,PASSED
Strategy 0.5665,USDCAD_M1_UTC2,63.64,22,34,12,5.26,4.49,0.86,5.26,561.0,70.13,49.07,1,0.699700556,672.0,PASSED
Strategy 0.5681,USDCAD_M1_UTC2,63.64,20,34,14,5.85,4.92,1.12,5.85,624.4,78.05,58.45,1,0.748878924,379.5,PASSED
Strategy 0.5712,USDCAD_M1_UTC2,54.55,23,39,16,6.93,5.67,1.73,6.93,739.1,92.39,71.66,2,0.775625068,461.25,PASSED
Strategy 0.5729,USDCAD_M1_UTC2,63.64,20,34,14,5.8,4.88,0.96,5.8,618.2,77.27,67.67,1,0.875760321,287.25,PASSED
Strategy 0.5733,USDCAD_M1_UTC2,63.64,20,36,16,7.67,6.16,0.79,7.67,818.4,102.3,81.79,1,0.799511241,414.75,PASSED
Strategy 0.5745,USDCAD_M1_UTC2,54.55,20,35,15,6.4,5.3,0.72,6.4,682.3,85.29,89.18,2,1.045609098,432.75,PASSED
Strategy 0.5779,USDCAD_M1_UTC2,72.73,21,35,14,7.36,5.96,1.33,7.36,784.6,98.07,56.49,0,0.576017131,247.5,PASSED
Strategy 0.5793,USDCAD_M1_UTC2,63.64,20,35,15,7.59,6.11,0.81,7.59,809.1,101.14,80.41,1,0.795036583,377.25,PASSED
Strategy 0.5813,USDCAD_M1_UTC2,63.64,20,36,16,6.65,5.47,0.75,6.65,708.9,88.61,75.16,1,0.848211263,371.25,PASSED
Strategy 0.5819,USDCAD_M1_UTC2,63.64,20,35,15,7.36,5.96,0.82,7.36,784.8,98.1,85.49,1,0.871457696,371.25,PASSED
Strategy 0.5828,USDCAD_M1_UTC2,72.73,22,35,13,5.53,4.69,0.87,5.53,590.3,73.79,68.6,0,0.929665266,-165.0,FAILED
Strategy 0.584,USDCAD_M1_UTC2,54.55,20,36,16,6.22,5.18,0.74,6.22,663.1,82.89,88.29,2,1.06514658,396.75,PASSED
Strategy 0.588,USDCAD_M1_UTC2,54.55,18,34,16,6.15,5.13,1.12,6.15,655.8,81.98,79.6,2,0.970968529,313.5,PASSED
Strategy 0.593,USDCAD_M1_UTC2,63.64,24,36,12,5.17,4.42,0.86,5.17,551.9,68.99,53.97,1,0.782287288,672.0,PASSED
Strategy 0.613,USDCAD_M1_UTC2,63.64,20,34,14,5.53,4.68,1.04,5.53,589.4,73.68,50.88,1,0.690553746,379.5,PASSED
Strategy 0.722,USDCAD_M1_UTC2,54.55,19,34,15,5.1,4.37,0.73,5.1,544.1,68.01,58.38,2,0.858403176,716.25,PASSED
Strategy 0.737,USDCAD_M1_UTC2,63.64,20,34,14,5.99,5.02,1.15,5.99,639.4,79.93,62.07,1,0.776554485,379.5,PASSED
Strategy 0.765,USDCAD_M1_UTC2,72.73,21,35,14,8.27,6.55,1.49,8.27,881.8,110.22,79.38,0,0.720195972,329.25,PASSED
Strategy 0.797,USDCAD_M1_UTC2,63.64,26,43,17,5.26,4.49,1.03,5.26,561.0,70.13,57.1,1,0.814202196,399.0,PASSED
Strategy 0.80,USDCAD_M1_UTC2,54.55,21,37,16,6.1,5.09,0.72,6.1,650.4,81.3,87.91,2,1.081303813,396.75,PASSED
Strategy 0.824,USDCAD_M1_UTC2,54.55,20,35,15,6.3,5.24,0.71,6.3,672.3,84.04,87.78,2,1.044502618,432.75,PASSED
Strategy 0.847,USDCAD_M1_UTC2,54.55,23,37,14,6.65,5.48,0.73,6.65,709.5,88.69,85.13,2,0.959860187,461.25,PASSED
Strategy 0.888,USDCAD_M1_UTC2,54.55,21,35,14,6.43,5.33,0.73,6.43,686.3,85.79,91.54,2,1.067024129,483.75,PASSED
Strategy 0.942,USDCAD_M1_UTC2,54.55,18,34,16,6.54,5.4,0.86,6.54,697.9,87.24,85.0,2,0.974323705,420.0,PASSED
Strategy 0.972,USDCAD_M1_UTC2,54.55,23,39,16,6.07,5.07,0.87,6.07,647.3,80.91,66.16,2,0.817698678,483.0,PASSED
Strategy 0.990,USDCAD_M1_UTC2,54.55,24,38,14,7.1,5.78,1.28,7.1,757.3,94.66,87.27,2,0.921931122,375.75,PASSED
template,USDCAD_M1_UTC2,50.0,20,34,14,5.36,4.56,0.34,5.36,571.6,71.45,173.98,3,2.434989503,-690.75,FAILED
Strategy 0.102,USDCHF_M1_UTC2,54.55,20,31,11,3.39,3.04,0.82,3.39,271.2,33.9,43.29,2,1.27699115,642.0,PASSED
Strategy 0.2242,USDCHF_M1_UTC2,54.55,20,32,12,3.4,3.05,0.71,3.4,272.0,34.0,52.87,2,1.555,847.0,PASSED
Strategy 0.3407,USDCHF_M1_UTC2,45.45,19,31,12,4.39,3.84,0.75,4.39,351.4,43.92,52.93,3,1.205145719,588.0,PASSED
Strategy 0.3792,USDCHF_M1_UTC2,45.45,19,31,12,4.38,3.83,0.75,4.39,350.8,43.85,52.82,3,1.204561003,588.0,PASSED
Strategy 0.4509,USDCHF_M1_UTC2,54.55,20,31,11,3.7,3.29,0.88,3.69,295.6,36.95,47.28,2,1.279566982,658.0,PASSED
Strategy 0.4789,USDCHF_M1_UTC2,54.55,21,34,13,3.38,3.04,0.71,3.38,270.5,33.81,50.66,2,1.498373262,841.0,PASSED
template,USDCHF_M1_UTC2,54.55,24,31,7,6.19,5.16,0.62,6.19,495.0,61.88,71.86,2,1.161279897,980.0,PASSED
